Entity1,Relation,Entity2
"Wharton visited Germany while writing ""The Reef"")
60. Edith Wharton",The Mount,Relation: Published by (Wharton's book was reprinted by The Mount
"Wharton's book was reprinted by Rizzoli)
62. Edith Wharton",D. Appleton & Company,Relation: Published by (Wharton's book was published by D. Appleton & Company
"Wharton's book was published by Charles Scribner's Sons)
64. The Messengers",Funky Town Grooves,Relation: Collaborators (The Messengers worked with Funky Town Grooves
"The Messengers worked with Blue Bird Records)
66. Edith Wharton",Ogden Codman,"Relation: Co-authors (Wharton co-authored ""The Decoration of Houses"" with Codman"
"Wharton's work influenced Elsie de Wolfe)
68. Edith Wharton",Bernard Berenson,Relation: Correspondent (Wharton wrote a letter to Berenson
"The Messengers' song was released in August)
70. Brown",August,Relation: Released in (Brown's song was released in August
"The Messengers' song was released in 2012)
72. Brown",2012,Relation: Released in (Brown's song was released in 2012
"The Messengers' song was released in the United States)
74. Brown",United States,Relation: Released in (Brown's song was released in the United States
"Wharton wrote ""The Age of Innocence"")
76. Edith Wharton",Pulitzer Prize,"Relation: Winner (Wharton won the Pulitzer Prize for ""The Age of Innocence"""
"Wharton's novel won the Pulitzer Prize)
78. Edith Wharton",The Decoration of Houses,"Relation: Author (Wharton wrote ""The Decoration of Houses"""
"Codman co-authored ""The Decoration of Houses"" with Wharton)
80. Edith Wharton",Rizzoli,Relation: Published by (Wharton's book was reprinted by Rizzoli
"Wharton's book was reprinted by The Mount)
82. Edith Wharton",D. Appleton & Company,Relation: Published by (Wharton's book was published by D. Appleton & Company
"Wharton's book was published by Charles Scribner's Sons)
84. The Messengers",Funky Town Grooves,Relation: Collaborators (The Messengers worked with Funky Town Grooves
"The Messengers worked with Blue Bird Records)
86. Edith Wharton",Ogden Codman,"Relation: Co-authors (Wharton co-authored ""The Decoration of Houses"" with Codman"
"Wharton's work influenced Elsie de Wolfe)
88. Edith Wharton",Bernard Berenson,Relation: Correspondent (Wharton wrote a letter to Berenson
"Wharton's book was reprinted by The Mount)
90. Edith Wharton",Rizzoli,Relation: Published by (Wharton's book was reprinted by Rizzoli
"Wharton's book was published by D. Appleton & Company)
92. Edith Wharton",Charles Scribner's Sons,Relation: Published by (Wharton's book was published by Charles Scribner's Sons
"The Messengers worked with Funky Town Grooves)
94. The Messengers",Blue Bird Records,Relation: Collaborators (The Messengers worked with Blue Bird Records
"Wharton co-authored ""The Decoration of Houses"" with Codman)
96. Edith Wharton",Elsie de Wolfe,Relation: Influenced (Wharton's work influenced Elsie de Wolfe
"Wharton wrote a letter to Berenson)
98. Edith Wharton",The Mount,Relation: Published by (Wharton's book was reprinted by The Mount
"Wharton's book was reprinted by Rizzoli)
100. Edith Wharton",D. Appleton & Company,Relation: Published by (Wharton's book was published by D. Appleton & Company
"Wharton's book was published by Charles Scribner's Sons)
102. The Messengers",Funky Town Grooves,Relation: Collaborators (The Messengers worked with Funky Town Grooves
"The Messengers worked with Blue Bird Records)
104. Edith Wharton",Ogden Codman,"Relation: Co-authors (Wharton co-authored ""The Decoration of Houses"" with Codman"
"Wharton's work influenced Elsie de Wolfe)
106. Edith Wharton",Bernard Berenson,Relation: Correspondent (Wharton wrote a letter to Berenson
"The Messengers' song was released in August)
108. Brown",August,Relation: Released in (Brown's song was released in August
"The Messengers' song was released in 2012)
110. Brown",2012,Relation: Released in (Brown's song was released in 2012
"The Messengers' song was released in the United States)
112. Brown",United States,Relation: Released in (Brown's song was released in the United States
"Wharton wrote ""The Age of Innocence"")
114. Edith Wharton",Pulitzer Prize,"Relation: Winner (Wharton won the Pulitzer Prize for ""The Age of Innocence"""
"Wharton's novel won the Pulitzer Prize)
116. Edith Wharton",The Decoration of Houses,"Relation: Author (Wharton wrote ""The Decoration of Houses"""
"Codman co-authored ""The Decoration of Houses"" with Wharton)
118. Edith Wharton",Rizzoli,Relation: Published by (Wharton's book was reprinted by Rizzoli
"Wharton's book was reprinted by The Mount)
120. Edith Wharton",D. Appleton & Company,Relation: Published by (Wharton's book was published by D. Appleton & Company
"Wharton's book was published by Charles Scribner's Sons)
122. The Messengers",Funky Town Grooves,Relation: Collaborators (The Messengers worked with Funky Town Grooves
"The Messengers worked with Blue Bird Records)
124. Edith Wharton",Ogden Codman,"Relation: Co-authors (Wharton co-authored ""The Decoration of Houses"" with Codman"
"Wharton's work influenced Elsie de Wolfe)
126. Edith Wharton",Bernard Berenson,Relation: Correspondent (Wharton wrote a letter to Berenson
"Wharton's book was reprinted by The Mount)
128. Edith Wharton",Rizzoli,Relation: Published by (Wharton's book was reprinted by Rizzoli
"Wharton's book was published by D. Appleton & Company)
130. Edith Wharton",Charles Scribner's Sons,Relation: Published by (Wharton's book was published by Charles Scribner's Sons
"The Messengers worked with Funky Town Grooves)
132. The Messengers",Blue Bird Records,Relation: Collaborators (The Messengers worked with Blue Bird Records
"Wharton co-authored ""The Decoration of Houses"" with Codman)
134. Edith Wharton",Elsie de Wolfe,Relation: Influenced (Wharton's work influenced Elsie de Wolfe
"Wharton wrote a letter to Berenson)
136. Edith Wharton",The Mount,Relation: Published by (Wharton's book was reprinted by The Mount
"Wharton's book was reprinted by Rizzoli)
138. Edith Wharton",D. Appleton & Company,Relation: Published by (Wharton's book was published by D. Appleton & Company
"Wharton's book was published by Charles Scribner's Sons)
140. The Messengers",Funky Town Grooves,Relation: Collaborators (The Messengers worked with Funky Town Grooves
"The Messengers worked with Blue Bird Records)
142. Edith Wharton",Ogden Codman,"Relation: Co-authors (Wharton co-authored ""The Decoration of Houses"" with Codman"
"Wharton's work influenced Elsie de Wolfe)
144. Edith Wharton",Bernard Berenson,Relation: Correspondent (Wharton wrote a letter to Berenson
Edith Wharton,wrote,The House of Mirth
Edith Wharton,wrote,The Buccaneers
Edith Wharton,wrote,Summer
Edith Wharton,wrote,Afterward
Edith Wharton,published,The Collected Short Stories of Edith Wharton
Edith Wharton,published,Tales of Men and Ghosts
Edith Wharton,wrote,The Century Magazine
Anita Loos,wrote,Gentlemen Prefer Blondes
H. L. Mencken,inspired,Gentlemen Prefer Blondes
H. L. Mencken,friend,Anita Loos
Boni & Liveright,published,Gentlemen Prefer Blondes
Boni & Liveright,published,The Buccaneers
Edith Wharton,praised,Gentlemen Prefer Blondes
Edith Wharton,dubbed,"Gentlemen Prefer Blondes, The Great American Novel"
Lizzy,invited,Nan
Lizzy,invited,Guy Thwarte
Edith Wharton,died,1937
Edith Wharton,wrote,The House of Mirth
Edith Wharton,wrote,The Buccaneers
Edith Wharton,created,Lily Bart
Robert von Ranke Graves,influenced by,Irish mythology
Robert von Ranke Graves,influenced by,Oscar Wilde
Robert von Ranke Graves,father,Alfred Perceval Graves
Robert von Ranke Graves,father,William Wilde
Robert von Ranke Graves,wrote,Good-Bye to All That
Robert von Ranke Graves,wrote,The White Goddess
Robert von Ranke Graves,wrote,"The White Goddess, Robert Graves' White Goddess theories"
Irish literature,influenced,Robert Graves' White Goddess theories
Robert von Ranke Graves,wrote,"The White Goddess, aisling"
Edith Wharton,American writer,Edith Wharton
Edith Wharton,American novelist,Edith Wharton
Edith Wharton,short story writer,Edith Wharton
Edith Wharton,designer,Edith Wharton
Edith Wharton,won,Pulitzer Prize for Literature
Edith Wharton,American aristocracy,Edith Wharton
Edith Wharton,combined,American aristocracy
Edith Wharton,combined,powerful prose style
Edith Wharton,portrayed,American aristocracy
Edith Wharton,portrayed,morals
Edith Wharton,portrayed,lives
Edith Wharton,era,late nineteenth century
Edith Wharton,era,decline
Edith Wharton,era,faded wealth
Edith Wharton,won,Pulitzer Prize for Literature 1921
"film)
12. Suraiya",acted in,"Phool
13. Suraiya, acted in, Afsar
14. Suraiya, acted in, Shayar
15. Suraiya, acted in, Jeet (1949 film"
"1953)
21. Suraiya",sang in,"Tum Rahe Kahan Ko Piya
22. Suraiya, sang in, Hum Tum Karenge Pyar
23. Suraiya, acted in, 67 movies
24. Suraiya, sang in, 338 songs
25. Vinay Anand, is related to, Bollywood actor Govinda
26. Coolie No. 1, is a movie directed by, David Dhawan
27. Coolie No. 1, stars, Karisma Kapoor
28. Coolie No. 1, stars, Govinda
29. Coolie No. 1, stars, Shakti Kapoor
30. Coolie No. 1, stars, Kadar Khan
31. Coolie No. 1, stars, Sadashiv Amrapurkar
32. Coolie No. 1, has music by, Anand-Milind
33. David Dhawan, directed, Coolie No. 1
34. Karisma Kapoor, starred in, Coolie No. 1
35. Govinda, starred in, Coolie No. 1
36. Govinda, received the Star Screen Award Special Jury Award for, Coolie No. 1
37. Coolie No. 1, is a remake of, Chinna Mapillai
38. Chinna Mapillai, is a Tamil film
39. Suraiya Jamaal Sheikh, was born on, 15 June 1929
40. Suraiya Jamaal Sheikh, died on, 31 January 2004
41. Suraiya, was active in Bollywood from, 1940s to 1960s
42. Suraiya, acted in, 67 movies
43. Suraiya, sang in, 338 songs
44. Suraiya, received playback singing training from, Naushad
45. Suraiya, received dancing training from, Mumtaz Ali
46. Suraiya, was trained in music by, Hindustani music teacher or'masterji'
47. Suraiya, sang for, All India Radio
48. Suraiya, was known as, Malika-e-Husn
49. Suraiya, was known as, Malika-e-Tarannum
50. Suraiya, was known as, Malika-e-Adakaari
51. Suraiya, acted in, Mirza Ghalib (film"
"1949 film)
56. Suraiya",acted in,"Anmol Ghadi
57. Suraiya, acted in, Dastan
58. Suraiya, acted in, Jaanwar
59. Suraiya, acted in, Paagal Khaana
60. Suraiya, acted in, An Indo-British film on Wajid Ali Shah (1953"
Wentsel),directed,"Swan Lake
31. Vaclav (Wentsel"
"1970)
5. Innokenty Mikhaylovich Smoktunovsky",People's Artist of the USSR,"1976
6. Innokenty Mikhaylovich Smoktunovsky, Hero of Socialist Labour, 1989
7. The Canterbury Festival, held in, Canterbury (England"
1970),directed by,"Igor Talankin
36. Tchaikovsky (1970"
1970),nominated for,"1971 Academy Award for Best Foreign Language Film
38. Tchaikovsky (1970"
"INAS) 550
3. INS ""Garuda""",operated,"Firefly aircraft
4. INS ""Garuda"", operated, HAL HT-2 trainer
5. INS ""Garuda"", was replaced by, INS ""Vikrant""
6. INS ""Vikrant"", is an aircraft carrier of, Indian Navy
7. INS ""Vikrant"", operated, Sea Hawks
8. INS ""Vikrant"", operated, Alizés
9. INS ""Balshil"", is a tugboat of, Indian Navy
10. INS ""Balshil"", is a ""Bhim"" class vessel
11. INS ""Balshil"", enhances the capability of, Indian Navy yard
12. INS ""Balshil"", can carry, cargo
13. INS ""Chakra"", is a submarine of, Indian Navy
14. INS ""Chakra"", is a Project 971 submarine
15. INS ""Chakra"", is an ""Akula""-class submarine
16. INS ""Chakra"", is leased from, Russian Navy
17. INS ""Chakra"", is the same as, INS ""Chakra"" II
18. INS ""Chakra"", was commissioned at, Visakhapatnam
19. INS ""Chakra"", is part of, Eastern Naval Command
20. INS ""Chakra"", is a nuclear-powered attack submarine
21. INS ""Viraat"", is an aircraft carrier of, Indian Navy
22. INS ""Viraat"", is a Centaur-class vessel
23. INS ""Viraat"", was previously, HMS ""Hermes""
24. HMS ""Hermes"", is a Royal Navy vessel
25. HMS ""Hermes"", was decommissioned in, 1984
26. HMS ""Hermes"", was sold to, Indian Navy
27. INS ""Viraat"", was commissioned in, 1987
28. INS ""Nipat"", is a ship of, Indian Navy
29. Cape Fear, is a headland in, Atlantic Ocean
30. Cape Fear, is located near, Bald Head Island
31. Cape Fear, is located in, North Carolina
32. Cape Fear, is formed by, Cape Fear River
33. Cape Fear, is part of, Graveyard of the Atlantic
34. Red Bull Cape Fear, is a surfing competition held at, Cape Fear
35. Red Bull Cape Fear, is organized by, Red Bull
36. Red Bull Cape Fear, is held at, Botany Bay
37. Red Bull Cape Fear, is held at, Cape Solander
38. Richie Vaculik, competed in, Red Bull Cape Fear
39. Evan Faulks, competed in, Red Bull Cape Fear
40. Mark Mathews, organized, Red Bull Cape Fear
41. Ryan Hipwood, organized, Red Bull Cape Fear
42. The Simpsons, was aired on, Fox network
43. The Simpsons, was produced by, David Mirkin
44. The Simpsons, was produced by, Al Jean
45. The Simpsons, was produced by, Mike Reiss
46. The Simpsons, won an, Annie Award
47. The Simpsons, was nominated for, Primetime Emmy Awards
48. Indian Navy, has a yard that is enhanced by, INS ""Balshil""
49. Indian Navy, operates, INS ""Garuda""
50. Indian Navy, operates, INS ""Vikrant""
51. Indian Navy, operates, INS ""Balshil""
52. Indian Navy, operates, INS ""Chakra""
53. Indian Navy, operates, INS ""Viraat""
54. Indian Navy, is the owner of, INS ""Nipat""
55. Russian Navy, leased, INS ""Chakra"" to Indian Navy
56. Russian Navy, owns, INS ""Chakra""
57. Indian Naval Air Squadron (INAS"
INAS) 550,operates,"Firefly aircraft
59. Indian Naval Air Squadron (INAS"
INAS) 550,is part of,"Indian Navy
61. INAS 300, is a naval air squadron of, Indian Navy
62. INAS 310, is a naval air squadron of, Indian Navy
63. INAS 551, is a naval air squadron of, Indian Navy
64. HAL HT-2, is a trainer aircraft of, Indian Naval Air Squadron (INAS"
Fort Anderson,Located_in,Cape Fear Region
Fort Anderson,Built_on,Brunswick Town
Fort Anderson,Originally_named,Fort St. Philip
Fort Anderson,Renamed,Fort Anderson
Fort Anderson,Used_by,Confederate Fort
Fort Anderson,Protected,Cape Fear River
Fort Anderson,Protected,Wilmington
Cape Fear River,Flows_through,Cape Fear Region
Cape Fear River,Empties_into,Atlantic Ocean
Cape Fear Region,Named_after,Cape Fear headland
Cape Fear Region,Centered_around,Wilmington
Wilmington,Located_in,Cape Fear Region
Cape Fear High School,Located_in,Cumberland County
Cape Fear High School,Located_in,Vander
Cape Fear High School,Serves,Stedman
Cape Fear High School,Serves,Beaver Dam
Cape Fear High School,Serves,Vander
Cape Fear High School,Serves,Eastover
Cape Fear High School,Serves,Wade
Cape Fear High School,Serves,Godwin
Cape Fear High School,Home_of,Agriculture Academy
Cape Fear High School,Home_of,Science Academy
Cape Fear Region,Listed_by,U.S. News & World Report
Cape Fear High School,Listed_by,U.S. News & World Report
Cape Fear,Listed_by,U.S. News & World Report
Cape Fear Region,Identified_by,Lower Cape Fear
Cape Fear Region,Identified_by,Wilmington Metropolitan Area
Cape Fear Region,Identified_by,Southeastern North Carolina
Cape Fear Region,Identified_by,Azalea Coast
Azalea Coast,Derived_from,North Carolina Azalea Festival
North Carolina Azalea Festival,Held_in,Wilmington
Wilmington,Located_in,Cape Fear Region
Fox network,Aired,Cape Feare
Fox network,Aired_in,United States
Cape Feare,Written_by,Jon Vitti
Cape Feare,Directed_by,Rich Moore
Cape Feare,Features,Kelsey Grammer
Cape Feare,Features,Sideshow Bob
Cape Feare,Features,Bart Simpson
Cape Feare,Spoof_of,Cape Fear
Cape Feare,Spoof_of,Psycho
Cape Fear,Based_on,The Executioners
The Executioners,Written_by,John D. MacDonald
DVD,Released,Cape Feare
VHS,Released,Cape Feare
DVD,Released_in,Region 1
DVD,Released_in,Region 2
DVD,Released_in,Region 4
DVD,Released_on,"December 21, 2004"
DVD,Released_on,"March 21, 2005"
DVD,Released_on,"March 23, 2005"
Primetime Emmy Awards,Nominated,Cape Feare
Annie Award,Won_by,Cape Feare
Environmental Media Award,Won_by,Cape Feare
Genesis Award,Won_by,Cape Feare
Het Wilhelmus,national anthem of,Netherlands
Het Wilhelmus,national anthem of,Kingdom of the Netherlands
Het Wilhelmus,written by,Wilhelmus van Nassouwe
Het Wilhelmus,adopted by,Netherlands Antilles
Het Wilhelmus,similar to,God Save The Queen
Het Wilhelmus,similar to,Kimigayo
God Save The Queen,national anthem of,Great Britain
Kimigayo,national anthem of,Japan
Wilhelmus van Nassouwe,is,Wilhelmus
Wilhelmus van Nassouwe,is,William
Wilhelmus,is,"national anthem of, Kingdom of the Netherlands"
Wilhelmus,is,"national anthem of, Netherlands"
Wilhelmus,written by,Wilhelmus van Nassouwe
Kimigayo,has oldest lyrics,Netherlands
Kimigayo,has oldest lyrics,Japan
Chicago Storm,part of,Xtreme Soccer League
Chicago Storm,part of,Major Indoor Soccer League
Chicago Storm,part of,National Indoor Soccer League
Chicago Storm,part of,Professional Arena Soccer League
Detroit Ignition,part of,Xtreme Soccer League
Detroit Ignition,part of,Major Indoor Soccer League
Detroit Ignition,part of,National Indoor Soccer League
Detroit Ignition,part of,Professional Arena Soccer League
Milwaukee Wave,part of,Xtreme Soccer League
Milwaukee Wave,part of,Major Indoor Soccer League
Milwaukee Wave,part of,National Indoor Soccer League
Milwaukee Wave,part of,Professional Arena Soccer League
New Jersey Ironmen,part of,Xtreme Soccer League
New Jersey Ironmen,part of,Major Indoor Soccer League
New Jersey Ironmen,part of,National Indoor Soccer League
New Jersey Ironmen,part of,Professional Arena Soccer League
National Indoor Soccer League,predecessor of,Xtreme Soccer League
National Indoor Soccer League,predecessor of,Professional Arena Soccer League
National Soccer League,predecessor of,A-League
National Soccer League,predecessor of,Australian Soccer Association
National Soccer League,run by,Soccer Australia
National Soccer League,run by,Australian Soccer Association
A-League,successor of,National Soccer League
A-League,run by,Football Federation Australia
A-League,run by,Australian Soccer Association
A-League,predecessor of,Xtreme Soccer League
A-League,predecessor of,Professional Arena Soccer League
Australian Soccer Association,successor of,National Soccer League
Australian Soccer Association,run by,Football Federation Australia
Soccer Australia,run by,National Soccer League
Soccer Australia,run by,Australian Soccer Association
Football Federation Australia,run by,A-League
Football Federation Australia,run by,Australian Soccer Association
New Zealand,part of,National Soccer League
Jim Gabarra,coach of,Washington Spirit
Jim Gabarra,coach of,Sky Blue FC
Jim Gabarra,coach of,Washington Freedom
Jim Gabarra,played for,American Soccer League
Jim Gabarra,played for,United Soccer League
Jim Gabarra,played for,American Indoor Soccer Association
Jim Gabarra,played for,Major Indoor Soccer League
Jim Gabarra,played for,Western Soccer Alliance
Nicolás Aníbal di Biase,played for,FC Edmonton
Nicolás Aníbal di Biase,played for,North American Soccer League
Nicolás Aníbal di Biase,played for,American Soccer League
Nicolás Aníbal di Biase,played for,United Soccer League
Nicolás Aníbal di Biase,played for,American Indoor Soccer Association
Nicolás Aníbal di Biase,played for,Major Indoor Soccer League
Nicolás Aníbal di Biase,played for,Western Soccer Alliance
Major Indoor Soccer League,predecessor of,Xtreme Soccer League
Major Indoor Soccer League,predecessor of,National Indoor Soccer League
Major Indoor Soccer League,predecessor of,Professional Arena Soccer League
MISL I,predecessor of,Major Indoor Soccer League
MISL II,predecessor of,Major Indoor Soccer League
United Soccer Leagues,owner of,Major Indoor Soccer League
United Soccer Leagues,owner of,MISL I
United Soccer Leagues,owner of,MISL II
United Soccer Leagues,owner of,Xtreme Soccer League
United Soccer Leagues,owner of,National Indoor Soccer League
United Soccer Leagues,owner of,Professional Arena Soccer League
Wilhelmus,written in,Dutch
Wilhelmus,written in,English
Wilhelmus,similar to,God Save The Queen
Wilhelmus,similar to,Kimigayo
God Save The Queen,written in,English
God Save The Queen,adopted by,Great Britain
Kimigayo,written in,Japanese
Kimigayo,has oldest lyrics,Japan
Wilhelmus van Nassouwe,is,Dutch
Wilhelmus van Nassouwe,is,William
Wilhelmus,is,"national anthem of, Kingdom of the Netherlands"
Wilhelmus,is,"national anthem of, Netherlands"
Wilhelmus,written by,Wilhelmus van Nassouwe
Chicago Storm,part of,Xtreme Soccer League
Chicago Storm,part of,Major Indoor Soccer League
Chicago Storm,part of,National Indoor Soccer League
Chicago Storm,part of,Professional Arena Soccer League
Detroit Ignition,part of,Xtreme Soccer League
Detroit Ignition,part of,Major Indoor Soccer League
Detroit Ignition,part of,National Indoor Soccer League
Detroit Ignition,part of,Professional Arena Soccer League
Milwaukee Wave,part of,Xtreme Soccer League
Milwaukee Wave,part of,Major Indoor Soccer League
Milwaukee Wave,part of,National Indoor Soccer League
Milwaukee Wave,part of,Professional Arena Soccer League
New Jersey Ironmen,part of,Xtreme Soccer League
New Jersey Ironmen,part of,Major Indoor Soccer League
New Jersey Ironmen,part of,National Indoor Soccer League
New Jersey Ironmen,part of,Professional Arena Soccer League
National Indoor Soccer League,predecessor of,Xtreme Soccer League
National Indoor Soccer League,predecessor of,Professional Arena Soccer League
National Soccer League,predecessor of,A-League
National Soccer League,predecessor of,Australian Soccer Association
National Soccer League,run by,Soccer Australia
National Soccer League,run by,Australian Soccer Association
A-League,successor of,National Soccer League
A-League,run by,Football Federation Australia
A-League,run by,Australian Soccer Association
A-League,predecessor of,Xtreme Soccer League
A-League,predecessor of,Professional Arena Soccer League
Australian Soccer Association,successor of,National Soccer League
Australian Soccer Association,run by,Football Federation Australia
Soccer Australia,run by,National Soccer League
Soccer Australia,run by,Australian Soccer Association
Football Federation Australia,run by,A-League
Football Federation Australia,run by,Australian Soccer Association
New Zealand,part of,National Soccer League
Jim Gabarra,coach of,Washington Spirit
Jim Gabarra,coach of,Sky Blue FC
Jim Gabarra,coach of,Washington Freedom
Jim Gabarra,played for,American Soccer League
Jim Gabarra,played for,United Soccer League
Jim Gabarra,played for,American Indoor Soccer Association
Jim Gabarra,played for,Major Indoor Soccer League
Jim Gabarra,played for,Western Soccer Alliance
Nicolás Aníbal di Biase,played for,FC Edmonton
Nicolás Aníbal di Biase,played for,North American Soccer League
Nicolás Aníbal di Biase,played for,American Soccer League
Nicolás Aníbal di Biase,played for,United Soccer League
Nicolás Aníbal di Biase,played for,American Indoor Soccer Association
Nicolás Aníbal di Biase,played for,Major Indoor Soccer League
Nicolás Aníbal di Biase,played for,Western Soccer Alliance
Major Indoor Soccer League,predecessor of,Xtreme Soccer League
Major Indoor Soccer League,predecessor of,National Indoor Soccer League
Major Indoor Soccer League,predecessor of,Professional Arena Soccer League
MISL I,predecessor of,Major Indoor Soccer League
MISL II,predecessor of,Major Indoor Soccer League
United Soccer Leagues,owner of,Major Indoor Soccer League
United Soccer Leagues,owner of,MISL I
United Soccer Leagues,owner of,MISL II
United Soccer Leagues,owner of,Xtreme Soccer League
United Soccer Leagues,owner of,National Indoor Soccer League
United Soccer Leagues,owner of,Professional Arena Soccer League
Xtreme Soccer League,part of,Xtreme Soccer League
Xtreme Soccer League,part of,Major Indoor Soccer League
Xtreme Soccer League,part of,National Indoor Soccer League
Xtreme Soccer League,part of,Professional Arena Soccer League
National Indoor Soccer League,predecessor of,Xtreme Soccer League
National Indoor Soccer League,predecessor of,Professional Arena Soccer League
Professional Arena Soccer League,successor of,Xtreme Soccer League
Professional Arena Soccer League,successor of,National Indoor Soccer League
American Soccer League,played in,Jim Gabarra
American Soccer League,played in,Nicolás Aníbal di Biase
United Soccer League,played in,Jim Gabarra
United Soccer League,played in,Nicolás Aníbal di Biase
American Indoor Soccer Association,played in,Jim Gabarra
American Indoor Soccer Association,played in,Nicolás Aníbal di Biase
Major Indoor Soccer League,played in,Jim Gabarra
Major Indoor Soccer League,played in,Nicolás Aníbal di Biase
Western Soccer Alliance,played in,Jim Gabarra
Western Soccer Alliance,played in,Nicolás Aníbal di Biase
FC Edmonton,part of,North American Soccer League
FC Edmonton,played in,Nicolás Aníbal di Biase
North American Soccer League,played in,Nicolás Aníbal di Biase
North American Soccer League,played in,FC Edmonton
Coca-Cola,sponsor of,Xtreme Soccer League
Coca-Cola,sponsor of,National Indoor Soccer League
Coca-Cola,sponsor of,Professional Arena Soccer League
Coca-Cola,sponsor of,A-League
Philips,sponsor of,Xtreme Soccer League
Philips,sponsor of,National Indoor Soccer League
Philips,sponsor of,Professional Arena Soccer League
Philips,sponsor of,A-League
Xtreme Soccer League,run by,Xtreme Soccer League
Xtreme Soccer League,run by,Major Indoor Soccer League
Xtreme Soccer League,run by,National Indoor Soccer League
Xtreme Soccer League,run by,Professional Arena Soccer League
Major Indoor Soccer League,run by,Xtreme Soccer League
Major Indoor Soccer League,run by,National Indoor Soccer League
Major Indoor Soccer League,run by,Professional Arena Soccer League
National Indoor Soccer League,run by,Xtreme Soccer League
National Indoor Soccer League,run by,Major Indoor Soccer League
National Indoor Soccer League,run by,Professional Arena Soccer League
Professional Arena Soccer League,run by,Xtreme Soccer League
Professional Arena Soccer League,run by,Major Indoor Soccer League
Professional Arena Soccer League,run by,National Indoor Soccer League
United Soccer Leagues,run by,Xtreme Soccer League
United Soccer Leagues,run by,Major Indoor Soccer League
United Soccer Leagues,run by,National Indoor Soccer League
United Soccer Leagues,run by,Professional Arena Soccer League
Australian Soccer Association,run by,Football Federation Australia
Australian Soccer Association,run by,A-League
Soccer Australia,run by,National Soccer League
Soccer Australia,run by,A-League
Football Federation Australia,run by,A-League
Football Federation Australia,run by,Australian Soccer Association
New Zealand,run by,National Soccer League
New Zealand,run by,A-League
Jim Gabarra,born in,United States
Jim Gabarra,coached,Washington Spirit
Jim Gabarra,coached,Sky Blue FC
Jim Gabarra,coached,Washington Freedom
Nicolás Aníbal di Biase,born in,Argentina
Nicolás Aníbal di Biase,played for,FC Edmonton
Nicolás Aníbal di Biase,played for,North American Soccer League
FC Edmonton,played in,Nicolás Aníbal di Biase
North American Soccer League,played in,Nicolás Aníbal di Biase
Sky Blue FC,coached by,Jim Gabarra
Sky Blue FC,played in,Jim Gabarra
Washington Freedom,coached by,Jim Gabarra
Washington Freedom,played in,Jim Gabarra
Washington Spirit,coached by,Jim Gabarra
Washington Spirit,played in,Jim Gabarra
United Soccer League,played in,Jim Gabarra
United Soccer League,played in,Nicolás Aníbal di Biase
American Soccer League,played in,Jim Gabarra
American Soccer League,played in,Nicolás Aníbal di Biase
American Indoor Soccer Association,played in,Jim Gabarra
American Indoor Soccer Association,played in,Nicolás Aníbal di Biase
Major Indoor Soccer League,played in,Jim Gabarra
Major Indoor Soccer League,played in,Nicolás Aníbal di Biase
Western Soccer Alliance,played in,Jim Gabarra
Western Soccer Alliance,played in,Nicolás Aníbal di Biase
FC Edmonton,played in,North American Soccer League
North American Soccer League,played in,Nicolás Aníbal di Biase
North American Soccer League,played in,FC Edmonton
Nicolás Aníbal di Biase,played in,FC Edmonton
Nicolás Aníbal di Biase,played in,North American Soccer League
Jim Gabarra,coached in,Washington Spirit
Jim Gabarra,coached in,Sky Blue FC
Jim Gabarra,coached in,Washington Freedom
Nicolás Aníbal di Biase,played in,FC Edmonton
Nicolás Aníbal di Biase,played in,North American Soccer League
Jim Gabarra,played in,American Soccer League
Jim Gabarra,played in,United Soccer League
Jim Gabarra,played in,American Indoor Soccer Association
Jim Gabarra,played in,Major Indoor Soccer League
Jim Gabarra,played in,Western Soccer Alliance
Nicolás Aníbal di Biase,played in,American Soccer League
Nicolás Aníbal di Biase,played in,United Soccer League
Nicolás Aníbal di Biase,played in,American Indoor Soccer Association
Nicolás Aníbal di Biase,played in,Major Indoor Soccer League
Nicolás Aníbal di Biase,played in,Western Soccer Alliance
Wilhelmus,written by,Wilhelmus van Nassouwe
Wilhelmus,is,"national anthem of, Kingdom of the Netherlands"
Wilhelmus,is,"national anthem of, Netherlands"
Wilhelmus van Nassouwe,is,Dutch
Wilhelmus van Nassouwe,is,William
Wilhelmus,is,"national anthem of, Kingdom of the Netherlands"
Wilhelmus,is,"national anthem of, Netherlands"
Het Wilhelmus,is,"national anthem of, Netherlands"
Het Wilhelmus,is,"national anthem of, Kingdom of the Netherlands"
John Lennon,wrote,I'll Be on My Way
John Lennon,contributed to,I'll Be on My Way
Paul McCartney,wrote,I'll Be on My Way
Paul McCartney,contributed to,I'll Be on My Way
Billy J. Kramer,released,I'll Be on My Way
The Dakotas,released,I'll Be on My Way
Billy J. Kramer,released,Do You Want to Know a Secret
The Dakotas,released,Do You Want to Know a Secret
The Beatles,released,From Me to You
The Beatles,recorded,I'll Be on My Way
The Beatles,released,Sgt. Pepper's Lonely Hearts Club Band
John Lennon,started,Lucy in the Sky with Diamonds
Paul McCartney,contributed to,Lucy in the Sky with Diamonds
Julian Lennon,inspired,Lucy in the Sky with Diamonds
Lewis Carroll,inspired,Lucy in the Sky with Diamonds
Paul McCartney,confirmed,Lucy in the Sky with Diamonds
John Lennon,denied,Lucy in the Sky with Diamonds
The Miracles,released,I've Been Good to You
